datetime,weight,failure,cycle_time,mold_open_position,mold_time,hold_position,cushion_position,feeding_time,feeding_position,nozzle_temperature,front_temperature,intermediate_temperature,rear_temperature,hopper_temperature,set_nozzle_temperature,set_front_temperature,set_intermediate_temperature,set_rear_temperature,set_mold_velocity_1,set_mold_velocity_2,set_mold_velocity_3,set_mold_velocity_4,set_mold_velocity_5,set_mold_pressure_1,set_mold_pressure_2,set_mold_pressure_3,set_mold_pressure_4,set_mold_pressure_5,set_mold_position_1,set_mold_position_2,set_mold_position_3,set_mold_position_4,set_mold_position_5,set_mold_time_1,set_mold_time_2,set_mold_time_3,set_mold_time_4,set_mold_time_5,set_hold_velocity_1,set_hold_velocity_2,set_hold_velocity_3,set_hold_pressure_1,set_hold_pressure_2,set_hold_pressure_3,set_hold_time_1,set_hold_time_2,set_hold_time_3,set_feed_velocity_1,set_feed_velocity_2,set_feed_velocity_3,set_feed_velocity_4,set_feed_velocity_5,set_feed_pressure_1,set_feed_pressure_2,set_feed_pressure_3,set_feed_pressure_4,set_feed_pressure_5,set_feed_position_1,set_feed_position_2,set_feed_position_3,set_feed_position_4,set_feed_position_5,set_cooling_time,mold_name
2021.11.26 13:44,192,0,30.9,351.2,5.5,18.3,21.1,8.5,100.3,239,213,213,199,24,240,210,210,200,70,30,0,0,0,80,50,0,0,0,27,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:45,192,0,31,351.7,5.6,18,20.6,8.5,100.2,238,210,211,198,24,240,210,210,200,50,20,0,0,0,80,50,0,0,0,27,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:46,192,0,31.2,350.6,5.7,17.1,19.5,8.9,100.1,238,209,210,197,24,240,210,210,200,50,20,0,0,0,80,50,0,0,0,27,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:48,186,0,31.4,350.9,6.6,22.6,22.9,8.3,99.9,238,208,208,196,24,240,200,200,190,70,30,0,0,0,60,30,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:49,186,0,31.9,351.3,6.6,21.4,22.2,8.6,100.2,239,207,208,196,24,240,200,200,190,70,30,0,0,0,60,30,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:50,176,1,32.1,351.5,9,27,27.3,8.3,100,239,206,206,194,24,240,200,200,190,70,30,0,0,0,50,20,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:51,186,0,34.2,351.7,7.5,23.1,23.3,8.8,100.1,239,206,205,192,25,240,200,200,190,70,30,0,0,0,55,25,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:52,183,1,33.1,352.6,7.4,23.3,23.5,9.2,100.2,239,206,205,191,24,240,200,200,190,70,30,0,0,0,55,25,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:53,183,1,33.5,351.4,7.7,23.8,24.1,9.1,99.9,239,208,205,189,24,240,200,200,190,70,30,0,0,0,55,25,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 13:54,186,0,33.6,350.7,6.8,22.3,22.7,9.3,100.2,239,206,204,187,24,240,200,200,190,70,30,0,0,0,60,30,0,0,0,25,1,0,0,0,5,3,0,0,0,15,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-5   
2021.11.26 14:21,178,1,30,351.6,4.2,24.7,23.9,7.4,100.2,251,230,223,213,24,250,230,220,210,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,10,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 14:22,178,1,28.5,351.9,4,24.9,22.9,7.4,100.2,251,232,223,213,25,250,230,220,210,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,10,0,0,20,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 14:23,180,0,28.2,351.5,3.8,24.8,19.5,7.8,100,251,232,223,212,25,250,230,220,210,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,15,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 14:24,181,0,28.5,351.6,3.8,24.8,21.3,7.8,100.3,251,232,222,210,25,250,230,220,210,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,15,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 14:25,182,0,28.5,351.3,3.8,24.9,19,8,99.9,250,233,222,209,25,250,230,220,210,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,40,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 14:25,181,0,28.7,350.7,3.8,24.9,18.8,8.3,100,250,233,221,208,25,250,230,220,210,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:08,174,1,29,352.1,4.1,24.9,20.7,7.7,99.9,249,218,210,199,25,250,220,210,200,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:09,184,0,28.8,352.2,4.7,24.9,22.6,7.8,100,250,219,210,199,25,250,220,210,200,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:09,183,1,29.5,351.1,5,24.9,23.1,8.1,100.2,250,219,209,199,25,250,220,210,200,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:10,183,1,29.9,351.2,5.1,24.8,22.8,8.4,100,250,221,209,199,25,250,220,210,200,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:20,181,0,30.3,350.1,3.4,24.8,16.2,8,99.9,251,242,229,216,25,250,240,230,220,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:20,182,0,28.3,350.7,3.6,24.6,18.4,7.9,100,252,243,231,217,25,250,240,230,220,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:21,182,0,28.3,350.4,3.7,24.8,20.6,7.8,100.2,251,243,231,218,25,250,240,230,220,30,50,50,45,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:33,180,0,28.4,350.9,4,24.9,18.6,6.9,100.2,249,229,224,206,25,250,230,220,210,20,40,40,35,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:34,181,0,27.7,351.3,4.4,24.8,19.5,7.3,99.9,249,229,223,206,25,250,230,220,210,20,40,40,35,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:34,181,0,28.5,351.1,4.5,24.8,20.1,7.5,100.1,249,228,223,206,25,250,230,220,210,20,40,40,35,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:36,182,0,28.8,352,5.6,24.7,22.6,7.3,99.8,249,227,222,206,25,250,230,220,210,15,30,30,15,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:36,180,0,29.8,350.8,5.5,24.9,20.9,7.7,100,250,228,221,207,25,250,230,220,210,15,30,30,15,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,30,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:37,181,0,30.1,351.3,3.6,24.5,18.2,7.9,100,249,227,220,208,25,250,230,220,210,40,60,60,55,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:38,182,0,28.3,351.3,3.7,24.9,22.2,7.8,100,249,227,219,208,25,250,230,220,210,40,60,60,55,0,50,60,50,40,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:39,173,1,28.2,351.9,5.9,24.9,22.4,7.8,100,250,229,219,210,25,250,230,220,210,30,50,50,45,0,40,50,40,30,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:40,180,1,30.4,351.6,6.6,24.9,23.2,8.1,100,250,230,219,210,25,250,230,220,210,30,50,50,45,0,40,50,40,30,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:41,181,0,31.6,350.5,3.7,24.6,20.6,7.9,100,250,230,219,211,25,250,230,220,210,30,50,50,45,0,60,70,50,50,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:42,180,0,28.4,351,3.7,24.9,22,8.1,100,250,230,218,211,25,250,230,220,210,30,50,50,45,0,60,70,50,50,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:42,180,0,28.4,351.3,3.8,24.7,22.4,8.2,100.1,249,228,218,210,25,250,230,220,210,30,50,50,45,0,60,70,50,50,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
2021.11.26 15:43,181,0,28.7,350.3,3.8,24.7,22.7,8.1,100.1,248,225,217,210,25,250,230,220,210,30,50,50,45,0,60,70,50,50,0,80,50,30,25,0,3,3,2,2,0,20,0,0,35,0,0,1,0,0,55,55,55,55,55,100,100,100,100,100,10,30,50,90,100,10,ELPCB-6   
